1,7.063481203062859
5,5.800444134051828
10,5.6484905247499855
50,4.86622796846203
100,4.129519561513708
500,4.176455289411313
1000,3.9864827711415143
2500,2.6237593078655
5000,3.6690904962892494
7500,2.7442130235415645
10000,2.3364972160926905
1,5.58273758817886
5,8.641209129489035
10,8.823009357832563
50,5.745035667142588
100,4.021982311503641
500,4.520261623435885
1000,3.3326423318399945
2500,3.55944899627752
5000,2.7110101899262595
7500,2.6140505012705155
10000,4.86067419896707
1,5.081945178810584
5,5.204066034874552
10,8.856762983447885
50,6.756526491868336
100,4.260149907890298
500,4.311017066334393
1000,4.049781205189246
2500,3.995329091603894
5000,3.094949763820494
7500,3.349582376021658
10000,2.6259346216029122
1,5.21540103202701
5,5.582134949767821
10,4.982045904553787
50,4.381153886688766
100,8.028057665896394
500,3.9720034069582906
1000,3.743424613473957
2500,2.9252818359119552
5000,2.8680446979878442
7500,3.300065113214874
10000,2.5510678543376226
1,6.922805193623126
5,5.886466608142467
10,6.246072648270734
50,5.970769524370437
100,4.637351235986706
500,6.985642315585883
1000,3.961329891333775
2500,3.3049728709030903
5000,2.9335495024101563
7500,3.220346544337708
10000,3.1455428921709956
1,11.048577875921543
5,7.471623379009364
10,4.852309108656492
50,4.478535760238988
100,5.622775602492591
500,4.105093341815462
1000,3.9719996896423373
2500,3.2916004686452216
5000,3.3064018664614414
7500,2.628051184192462
10000,2.539322004347519
1,6.586217020521898
5,6.400188295595659
10,4.86712790198924
50,4.351904378017602
100,4.259727053969637
500,4.615322198577234
1000,3.54712719350404
2500,2.620275256670135
5000,2.7558203043137293
7500,2.611336395707379
10000,4.104362649503786
1,7.9807338615099095
5,4.72297755390935
10,6.222583555854211
50,6.893974154528768
100,4.861285269091526
500,4.571585912731936
1000,3.2863520400381008
2500,3.82166314004271
5000,2.561629918606875
7500,3.722658637893439
10000,2.9880951559358953
1,12.108543716351639
5,5.162922965566157
10,7.484465461687889
50,5.785358493799318
100,4.804865050111414
500,4.481267425707728
1000,4.938574974661375
2500,5.539530359716644
5000,2.66376480774004
7500,2.5092141624307387
10000,2.9063533109446364
1,6.052097013969109
5,9.644549894550778
10,4.674150581600503
50,5.179180088677396
100,4.9344069372021835
500,4.652601414395847
1000,4.339646625471019
2500,4.614253476478831
5000,3.0193427953715597
7500,3.1032655810791097
10000,2.2924261884724717
1,4.670424433416
5,5.8999319848183465
10,5.0269398184781195
50,4.537420556379434
100,4.836088123293444
500,4.384785991302605
1000,3.935459157595688
2500,3.619540569867747
5000,4.055054926316259
7500,2.3542060424817723
10000,2.7043141533231716
1,5.3525645029666205
5,5.9554037055296085
10,4.394299625591552
50,6.70374624668308
100,5.856719376816772
500,4.518190903856158
1000,4.5459436337519925
2500,3.363162249635809
5000,4.202392855947178
7500,3.6835829041300068
10000,2.8416449778896937
1,5.936876138489368
5,5.481430028194646
10,11.565231933555332
50,5.510780669509034
100,5.150096828783108
500,4.113898201149051
1000,3.873225343291507
2500,3.1744284749316884
5000,3.1751926585074717
7500,2.689502898054552
10000,3.1120945584678545
1,4.890346403741477
5,11.26720731478185
10,5.099872716623253
50,3.9160067328880888
100,7.21107371102013
500,3.992168479006619
1000,4.0828181839713364
2500,3.185208601496457
5000,3.8260532432104117
7500,2.6131657483917348
10000,3.01664477648077
1,4.539316136533806
5,4.898413013396955
10,5.724796921538486
50,5.265726894062097
100,5.434143160659879
500,4.971711569347263
1000,4.172038367925543
2500,3.4189602040958462
5000,3.3731183290772693
7500,2.620699315963651
10000,3.8427817563182867
1,5.148860536345209
5,7.769677299979961
10,5.632656903823327
50,5.594774958349944
100,3.7075772997295897
500,4.082803638088989
1000,3.454805633740686
2500,2.9942377233310515
5000,3.8189464230142356
7500,3.524135883392021
10000,2.7409016046885903
1,4.9257753970996285
5,5.608361573593646
10,14.418578977177724
50,4.816800282952615
100,4.175648882701428
500,10.795085100315756
1000,4.706843146769751
2500,2.867354688155036
5000,2.6240744863359744
7500,2.5534437238358376
10000,3.151349737698152
1,4.754938942313248
5,6.571719751967555
10,5.549192286658595
50,4.630553316550378
100,5.784978745600192
500,3.3686221978057334
1000,4.243744928294842
2500,5.427975721441566
5000,3.2194208714505312
7500,3.1249752100957227
10000,3.066344075987508
1,6.698557897791265
5,5.988828594923709
10,7.318964515875587
50,5.783284949197302
100,4.638934382398017
500,4.247194616342657
1000,3.95497234274
2500,3.440672014798674
5000,3.1617292910473123
7500,3.073399445349997
10000,2.7589500853030624
1,4.939366827831069
5,8.90870588257166
10,4.78939963219599
